-2.249328e+00, 1.202676e-03, 7.483380e-01 
-2.000518e+00, 1.202676e-03, 9.970769e-01 
-2.746947e+00,  0, 2.508602e-01 
-2.249328e+00,  0, 7.483380e-01 
-2.995757e+00, -1.060660e-03, 2.121320e-03 
-2.746947e+00, -1.060660e-03, 2.508602e-01 
-2.249328e+00, -1.202676e-03, 7.483380e-01 
-2.000518e+00, -1.202676e-03, 9.970769e-01 
-2.133898e-03, -2.995473e+00, 2.392774e-03 
-5.010669e-01, -2.247471e+00, 2.514616e-01 
-1.498403e+00, -7.519982e-01, 7.495991e-01 
-1.997336e+00, -3.996341e-03, 9.986679e-01 
-5.015973e-01, -2.247471e+00, 2.509312e-01 
-1.499463e+00, -7.514678e-01, 7.490688e-01 
-3.194558e-03, -2.995473e+00, 1.332114e-03 
-5.021276e-01, -2.247471e+00, 2.504009e-01 
-1.500524e+00, -7.509375e-01, 7.485384e-01 
-1.999457e+00, -2.935681e-03, 9.976072e-01 
-1.996064e+00, -4.231520e-03, 9.990925e-01 
-1.497631e+00, -5.027171e-01, 9.988155e-01 
-5.005540e-01, -1.500454e+00, 9.981557e-01 
-2.121320e-03, -1.998939e+00, 9.978787e-01 
-1.497419e+00, -5.024219e-01, 9.987097e-01 
-5.005540e-01, -1.499393e+00, 9.981557e-01 
-1.995641e+00, -3.641217e-03, 9.988810e-01 
-1.497208e+00, -5.021268e-01, 9.986040e-01 
-5.005540e-01, -1.498332e+00, 9.981557e-01 
-2.121320e-03, -1.996818e+00, 9.978787e-01 
-2.995757e+00, -2.121320e-03, 1.060660e-03 
-2.247749e+00, -7.504593e-01, 1.060660e-03 
-7.517330e-01, -2.247135e+00, 4.008919e-04 
-3.724888e-03, -2.995473e+00, 4.008919e-04 
-2.247749e+00, -7.504593e-01,  0 
-7.517330e-01, -2.247135e+00,  0 
-2.995757e+00, -2.121320e-03, -1.060660e-03 
-2.247749e+00, -7.504593e-01, -1.060660e-03 
-7.517330e-01, -2.247135e+00, -4.008919e-04 
-3.724888e-03, -2.995473e+00, -4.008919e-04 
2.995757e+00, 1.060660e-03, -2.121320e-03 
2.746947e+00, 1.060660e-03, -2.508602e-01 
2.249328e+00, 1.202676e-03, -7.483380e-01 
2.000518e+00, 1.202676e-03, -9.970769e-01 
2.746947e+00,  0, -2.508602e-01 
2.249328e+00,  0, -7.483380e-01 
2.995757e+00, -1.060660e-03, -2.121320e-03 
2.746947e+00, -1.060660e-03, -2.508602e-01 
2.249328e+00, -1.202676e-03, -7.483380e-01 
2.000518e+00, -1.202676e-03, -9.970769e-01 
3.194558e-03, 2.995473e+00, -1.332114e-03 
5.021276e-01, 2.247471e+00, -2.504009e-01 
1.500524e+00, 7.509375e-01, -7.485384e-01 
1.999457e+00, 2.935681e-03, -9.976072e-01 
5.015973e-01, 2.247471e+00, -2.509312e-01 
1.499463e+00, 7.514678e-01, -7.490688e-01 
2.133898e-03, 2.995473e+00, -2.392774e-03 
5.010669e-01, 2.247471e+00, -2.514616e-01 
1.498403e+00, 7.519982e-01, -7.495991e-01 
1.997336e+00, 3.996341e-03, -9.986679e-01 
8.017837e-04, 2.995473e+00, -2.923104e-03 
8.017837e-04, 2.746605e+00, -2.516620e-01 
1.060660e-03, 2.248868e+00, -7.491398e-01 
1.060660e-03,  2, -9.978787e-01 
 0, 2.746605e+00, -2.516620e-01 
 0, 2.248868e+00, -7.491398e-01 
-8.017837e-04, 2.995473e+00, -2.923104e-03 
-8.017837e-04, 2.746605e+00, -2.516620e-01 
-1.060660e-03, 2.248868e+00, -7.491398e-01 
-1.060660e-03,  2, -9.978787e-01 
1.996064e+00, 4.231520e-03, -9.990925e-01 
1.497631e+00, 5.027171e-01, -9.988155e-01 
5.005540e-01, 1.500454e+00, -9.981557e-01 
2.121320e-03, 1.998939e+00, -9.978787e-01 
1.497419e+00, 5.024219e-01, -9.987097e-01 
5.005540e-01, 1.499393e+00, -9.981557e-01 
1.995641e+00, 3.641217e-03, -9.988810e-01 
1.497208e+00, 5.021268e-01, -9.986040e-01 
5.005540e-01, 1.498332e+00, -9.981557e-01 
2.121320e-03, 1.996818e+00, -9.978787e-01 
-1.060660e-03, 1.995757e+00, 9.978787e-01 
-1.060660e-03, 1.747042e+00, 7.492455e-01 
-1.224745e-03, 1.249612e+00, 2.519792e-01 
-1.224745e-03, 1.000897e+00, 3.346065e-03 
 0, 1.747042e+00, 7.492455e-01 
 0, 1.249612e+00, 2.519792e-01 
1.060660e-03, 1.995757e+00, 9.978787e-01 
1.060660e-03, 1.747042e+00, 7.492455e-01 
1.224745e-03, 1.249612e+00, 2.519792e-01 
1.224745e-03, 1.000897e+00, 3.346065e-03 
-1.995429e+00, 2.815735e-03, 9.982449e-01 
-1.497449e+00, 2.519382e-01, 7.493876e-01 
-5.009596e-01, 7.507135e-01, 2.516730e-01 
-2.979820e-03, 9.998359e-01, 2.815735e-03 
-1.497449e+00, 2.514079e-01, 7.488573e-01 
-5.014899e-01, 7.496528e-01, 2.511427e-01 
-1.995429e+00, 1.755075e-03, 9.971843e-01 
-1.497449e+00, 2.508775e-01, 7.483270e-01 
-5.020202e-01, 7.485921e-01, 2.506124e-01 
-4.040480e-03, 9.977146e-01, 1.755075e-03 
-1.995429e+00, 6.123724e-04, 9.966539e-01 
-1.746572e+00, 6.123724e-04, 7.480208e-01 
-1.248857e+00, 1.060660e-03, 2.507545e-01 
-1, 1.060660e-03, 2.121320e-03 
-1.746572e+00,  0, 7.480208e-01 
-1.248857e+00,  0, 2.507545e-01 
-1.995429e+00, -6.123724e-04, 9.966539e-01 
-1.746572e+00, -6.123724e-04, 7.480208e-01 
-1.248857e+00, -1.060660e-03, 2.507545e-01 
-1, -1.060660e-03, 2.121320e-03 
-4.570810e-03, 9.966539e-01, 6.123724e-04 
-2.534281e-01, 7.480208e-01, 6.123724e-04 
-7.511427e-01, 2.507545e-01, 1.060660e-03 
-1, 2.121320e-03, 1.060660e-03 
-2.534281e-01, 7.480208e-01,  0 
-7.511427e-01, 2.507545e-01,  0 
-4.570810e-03, 9.966539e-01, -6.123724e-04 
-2.534281e-01, 7.480208e-01, -6.123724e-04 
-7.511427e-01, 2.507545e-01, -1.060660e-03 
-1, 2.121320e-03, -1.060660e-03 
1.995429e+00, 2.815735e-03, 9.982449e-01 
1.497449e+00, 2.519382e-01, 7.493876e-01 
5.009596e-01, 7.507135e-01, 2.516730e-01 
2.979820e-03, 9.998359e-01, 2.815735e-03 
1.497449e+00, 2.514079e-01, 7.488573e-01 
5.014899e-01, 7.496528e-01, 2.511427e-01 
1.995429e+00, 1.755075e-03, 9.971843e-01 
1.497449e+00, 2.508775e-01, 7.483270e-01 
5.020202e-01, 7.485921e-01, 2.506124e-01 
4.040480e-03, 9.977146e-01, 1.755075e-03 
1.995429e+00, 6.123724e-04, 9.966539e-01 
1.746572e+00, 6.123724e-04, 7.480208e-01 
1.248857e+00, 1.060660e-03, 2.507545e-01 
 1, 1.060660e-03, 2.121320e-03 
1.746572e+00,  0, 7.480208e-01 
1.248857e+00,  0, 2.507545e-01 
1.995429e+00, -6.123724e-04, 9.966539e-01 
1.746572e+00, -6.123724e-04, 7.480208e-01 
1.248857e+00, -1.060660e-03, 2.507545e-01 
 1, -1.060660e-03, 2.121320e-03 
 1, 2.121320e-03, 1.060660e-03 
7.511427e-01, 2.507545e-01, 1.060660e-03 
2.534281e-01, 7.480208e-01, 6.123724e-04 
4.570810e-03, 9.966539e-01, 6.123724e-04 
7.511427e-01, 2.507545e-01,  0 
2.534281e-01, 7.480208e-01,  0 
 1, 2.121320e-03, -1.060660e-03 
7.511427e-01, 2.507545e-01, -1.060660e-03 
2.534281e-01, 7.480208e-01, -6.123724e-04 
4.570810e-03, 9.966539e-01, -6.123724e-04 
1.224745e-03, 1.000897e+00, -3.346065e-03 
1.224745e-03, 1.249612e+00, -2.519792e-01 
1.060660e-03, 1.747042e+00, -7.492455e-01 
1.060660e-03, 1.995757e+00, -9.978787e-01 
 0, 1.249612e+00, -2.519792e-01 
 0, 1.747042e+00, -7.492455e-01 
-1.224745e-03, 1.000897e+00, -3.346065e-03 
-1.224745e-03, 1.249612e+00, -2.519792e-01 
-1.060660e-03, 1.747042e+00, -7.492455e-01 
-1.060660e-03, 1.995757e+00, -9.978787e-01 
2.979820e-03, 9.998359e-01, -2.815735e-03 
5.009596e-01, 7.507135e-01, -2.516730e-01 
1.497449e+00, 2.519382e-01, -7.493876e-01 
1.995429e+00, 2.815735e-03, -9.982449e-01 
5.014899e-01, 7.496528e-01, -2.511427e-01 
1.497449e+00, 2.514079e-01, -7.488573e-01 
4.040480e-03, 9.977146e-01, -1.755075e-03 
5.020202e-01, 7.485921e-01, -2.506124e-01 
1.497449e+00, 2.508775e-01, -7.483270e-01 
1.995429e+00, 1.755075e-03, -9.971843e-01 
 1, 1.060660e-03, -2.121320e-03 
1.248857e+00, 1.060660e-03, -2.507545e-01 
1.746572e+00, 6.123724e-04, -7.480208e-01 
1.995429e+00, 6.123724e-04, -9.966539e-01 
1.248857e+00,  0, -2.507545e-01 
1.746572e+00,  0, -7.480208e-01 
 1, -1.060660e-03, -2.121320e-03 
1.248857e+00, -1.060660e-03, -2.507545e-01 
1.746572e+00, -6.123724e-04, -7.480208e-01 
1.995429e+00, -6.123724e-04, -9.966539e-01 
3.194558e-03, -2.995473e+00, -1.332114e-03 
5.021276e-01, -2.247471e+00, -2.504009e-01 
1.500524e+00, -7.509375e-01, -7.485384e-01 
1.999457e+00, -2.935681e-03, -9.976072e-01 
5.015973e-01, -2.247471e+00, -2.509312e-01 
1.499463e+00, -7.514678e-01, -7.490688e-01 
2.133898e-03, -2.995473e+00, -2.392774e-03 
5.010669e-01, -2.247471e+00, -2.514616e-01 
1.498403e+00, -7.519982e-01, -7.495991e-01 
1.997336e+00, -3.996341e-03, -9.986679e-01 
8.017837e-04, -2.995473e+00, -2.923104e-03 
8.017837e-04, -2.746605e+00, -2.516620e-01 
1.060660e-03, -2.248868e+00, -7.491398e-01 
1.060660e-03, -2, -9.978787e-01 
 0, -2.746605e+00, -2.516620e-01 
 0, -2.248868e+00, -7.491398e-01 
-8.017837e-04, -2.995473e+00, -2.923104e-03 
-8.017837e-04, -2.746605e+00, -2.516620e-01 
-1.060660e-03, -2.248868e+00, -7.491398e-01 
-1.060660e-03, -2, -9.978787e-01 
1.996064e+00, -4.231520e-03, -9.990925e-01 
1.497631e+00, -5.027171e-01, -9.988155e-01 
5.005540e-01, -1.500454e+00, -9.981557e-01 
2.121320e-03, -1.998939e+00, -9.978787e-01 
1.497419e+00, -5.024219e-01, -9.987097e-01 
5.005540e-01, -1.499393e+00, -9.981557e-01 
1.995641e+00, -3.641217e-03, -9.988810e-01 
1.497208e+00, -5.021268e-01, -9.986040e-01 
5.005540e-01, -1.498332e+00, -9.981557e-01 
2.121320e-03, -1.996818e+00, -9.978787e-01 
-1.995429e+00, -1.755075e-03, 9.971843e-01 
-1.497449e+00, -2.508775e-01, 7.483270e-01 
-5.020202e-01, -7.485921e-01, 2.506124e-01 
-4.040480e-03, -9.977146e-01, 1.755075e-03 
-1.497449e+00, -2.514079e-01, 7.488573e-01 
-5.014899e-01, -7.496528e-01, 2.511427e-01 
-1.995429e+00, -2.815735e-03, 9.982449e-01 
-1.497449e+00, -2.519382e-01, 7.493876e-01 
-5.009596e-01, -7.507135e-01, 2.516730e-01 
-2.979820e-03, -9.998359e-01, 2.815735e-03 
-1, -2.121320e-03, 1.060660e-03 
-7.511427e-01, -2.507545e-01, 1.060660e-03 
-2.534281e-01, -7.480208e-01, 6.123724e-04 
-4.570810e-03, -9.966539e-01, 6.123724e-04 
-7.511427e-01, -2.507545e-01,  0 
-2.534281e-01, -7.480208e-01,  0 
-1, -2.121320e-03, -1.060660e-03 
-7.511427e-01, -2.507545e-01, -1.060660e-03 
-2.534281e-01, -7.480208e-01, -6.123724e-04 
-4.570810e-03, -9.966539e-01, -6.123724e-04 
-1.060660e-03, -1.995757e+00, 9.978787e-01 
-1.060660e-03, -1.747042e+00, 7.492455e-01 
-1.224745e-03, -1.249612e+00, 2.519792e-01 
-1.224745e-03, -1.000897e+00, 3.346065e-03 
 0, -1.747042e+00, 7.492455e-01 
 0, -1.249612e+00, 2.519792e-01 
1.060660e-03, -1.995757e+00, 9.978787e-01 
1.060660e-03, -1.747042e+00, 7.492455e-01 
1.224745e-03, -1.249612e+00, 2.519792e-01 
1.224745e-03, -1.000897e+00, 3.346065e-03 
1.995429e+00, -2.815735e-03, 9.982449e-01 
1.497449e+00, -2.519382e-01, 7.493876e-01 
5.009596e-01, -7.507135e-01, 2.516730e-01 
2.979820e-03, -9.998359e-01, 2.815735e-03 
1.497449e+00, -2.514079e-01, 7.488573e-01 
5.014899e-01, -7.496528e-01, 2.511427e-01 
1.995429e+00, -1.755075e-03, 9.971843e-01 
1.497449e+00, -2.508775e-01, 7.483270e-01 
5.020202e-01, -7.485921e-01, 2.506124e-01 
4.040480e-03, -9.977146e-01, 1.755075e-03 
 1, -2.121320e-03, 1.060660e-03 
7.511427e-01, -2.507545e-01, 1.060660e-03 
2.534281e-01, -7.480208e-01, 6.123724e-04 
4.570810e-03, -9.966539e-01, 6.123724e-04 
7.511427e-01, -2.507545e-01,  0 
2.534281e-01, -7.480208e-01,  0 
 1, -2.121320e-03, -1.060660e-03 
7.511427e-01, -2.507545e-01, -1.060660e-03 
2.534281e-01, -7.480208e-01, -6.123724e-04 
4.570810e-03, -9.966539e-01, -6.123724e-04 
1.224745e-03, -1.000897e+00, -3.346065e-03 
1.224745e-03, -1.249612e+00, -2.519792e-01 
1.060660e-03, -1.747042e+00, -7.492455e-01 
1.060660e-03, -1.995757e+00, -9.978787e-01 
 0, -1.249612e+00, -2.519792e-01 
 0, -1.747042e+00, -7.492455e-01 
-1.224745e-03, -1.000897e+00, -3.346065e-03 
-1.224745e-03, -1.249612e+00, -2.519792e-01 
-1.060660e-03, -1.747042e+00, -7.492455e-01 
-1.060660e-03, -1.995757e+00, -9.978787e-01 
2.979820e-03, -9.998359e-01, -2.815735e-03 
5.009596e-01, -7.507135e-01, -2.516730e-01 
1.497449e+00, -2.519382e-01, -7.493876e-01 
1.995429e+00, -2.815735e-03, -9.982449e-01 
5.014899e-01, -7.496528e-01, -2.511427e-01 
1.497449e+00, -2.514079e-01, -7.488573e-01 
4.040480e-03, -9.977146e-01, -1.755075e-03 
5.020202e-01, -7.485921e-01, -2.506124e-01 
1.497449e+00, -2.508775e-01, -7.483270e-01 
1.995429e+00, -1.755075e-03, -9.971843e-01 
-2.979820e-03, 9.998359e-01, -2.815735e-03 
-5.009596e-01, 7.507135e-01, -2.516730e-01 
-1.497449e+00, 2.519382e-01, -7.493876e-01 
-1.995429e+00, 2.815735e-03, -9.982449e-01 
-5.014899e-01, 7.496528e-01, -2.511427e-01 
-1.497449e+00, 2.514079e-01, -7.488573e-01 
-4.040480e-03, 9.977146e-01, -1.755075e-03 
-5.020202e-01, 7.485921e-01, -2.506124e-01 
-1.497449e+00, 2.508775e-01, -7.483270e-01 
-1.995429e+00, 1.755075e-03, -9.971843e-01 
-2.121320e-03, 1.996818e+00, -9.978787e-01 
-5.005540e-01, 1.498332e+00, -9.981557e-01 
-1.497208e+00, 5.021268e-01, -9.986040e-01 
-1.995641e+00, 3.641217e-03, -9.988810e-01 
-5.005540e-01, 1.499393e+00, -9.981557e-01 
-1.497419e+00, 5.024219e-01, -9.987097e-01 
-2.121320e-03, 1.998939e+00, -9.978787e-01 
-5.005540e-01, 1.500454e+00, -9.981557e-01 
-1.497631e+00, 5.027171e-01, -9.988155e-01 
-1.996064e+00, 4.231520e-03, -9.990925e-01 
-1, 1.060660e-03, -2.121320e-03 
-1.248857e+00, 1.060660e-03, -2.507545e-01 
-1.746572e+00, 6.123724e-04, -7.480208e-01 
-1.995429e+00, 6.123724e-04, -9.966539e-01 
-1.248857e+00,  0, -2.507545e-01 
-1.746572e+00,  0, -7.480208e-01 
-1, -1.060660e-03, -2.121320e-03 
-1.248857e+00, -1.060660e-03, -2.507545e-01 
-1.746572e+00, -6.123724e-04, -7.480208e-01 
-1.995429e+00, -6.123724e-04, -9.966539e-01 
